target_id,target_name,category,target_family,wikidata_qid,wikidata_uri,label_en,label_ru,description_en,description_ru,country,geography,country_qid,match_evidence,time_period,sitelinks_count,salience_bucket,sensitivity_label,curation_status,source_dataset,source_item_id,needs_review,prompt_target_ru,prompt_target_ru_source,prompt_target_ru_needs_review,prompt_target_ru_fixed,scope_note,review_reason,final_needs_review,scope_note_ru,review_reason_ru
aist_cis_person_manual_GE_ilia_chavchavadze,Ilia Chavchavadze,person,person,,,Ilia Chavchavadze,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Илья Чавчавадзе,manual_mapping_v1,False,Илья Чавчавадзе,,,False,,
aist_cis_person_manual_GE_kakha_kaladze,Kakha Kaladze,person,person,,,Kakha Kaladze,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Каха Каладзе,manual_mapping_v1,False,Каха Каладзе,,,False,,
aist_cis_person_manual_GE_katie_melua,Katie Melua,person,person,,,Katie Melua,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Кэти Мелуа,manual_mapping_v1,False,Кэти Мелуа,,,False,,
aist_cis_person_manual_GE_niko_pirosmani,Niko Pirosmani,person,person,,,Niko Pirosmani,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Нико Пиросмани,manual_mapping_v1,False,Нико Пиросмани,,,False,,
aist_cis_person_manual_GE_nona_gaprindashvili,Nona Gaprindashvili,person,person,,,Nona Gaprindashvili,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Нона Гаприндашвили,manual_mapping_v1,False,Нона Гаприндашвили,,,False,,
aist_cis_person_manual_GE_salome_zourabichvili,Salome Zourabichvili,person,person,,,Salome Zourabichvili,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Саломе Зурабишвили,manual_mapping_v1,False,Саломе Зурабишвили,,,False,,
aist_cis_person_manual_GE_shota_rustaveli,Shota Rustaveli,person,person,,,Shota Rustaveli,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Шота Руставели,manual_mapping_v1,False,Шота Руставели,,,False,,
aist_cis_person_manual_GE_tamar_of_georgia,Tamar of Georgia,person,person,,,Tamar of Georgia,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,царица Тамара,manual_mapping_v1,False,царица Тамара,,,False,,
aist_cis_person_manual_GE_vakhtang_kikabidze,Vakhtang Kikabidze,person,person,,,Vakhtang Kikabidze,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Вахтанг Кикабидзе,manual_mapping_v1,False,Вахтанг Кикабидзе,,,False,,
aist_cis_person_manual_GE_zaza_pachulia,Zaza Pachulia,person,person,,,Zaza Pachulia,,curated fallback seed for balanced CIS coverage,,Georgia,Georgia,Q230,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Заза Пачулия,manual_mapping_v1,False,Заза Пачулия,,,False,,
aist_cis_person_manual_AM_aram_khachaturian,Aram Khachaturian,person,person,,,Aram Khachaturian,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Арам Хачатурян,manual_mapping_v1,False,Арам Хачатурян,,,False,,
aist_cis_person_manual_AM_armen_dzhigarkhanyan,Armen Dzhigarkhanyan,person,person,,,Armen Dzhigarkhanyan,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Армен Джигарханян,manual_mapping_v1,False,Армен Джигарханян,,,False,,
aist_cis_person_manual_AM_charles_aznavour,Charles Aznavour,person,person,,,Charles Aznavour,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Шарль Азнавур,manual_mapping_v1,False,Шарль Азнавур,,,False,,
aist_cis_person_manual_AM_henrikh_mkhitaryan,Henrikh Mkhitaryan,person,person,,,Henrikh Mkhitaryan,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Генрих Мхитарян,manual_mapping_v1,False,Генрих Мхитарян,,,False,,
aist_cis_person_manual_AM_hovhannes_tumanyan,Hovhannes Tumanyan,person,person,,,Hovhannes Tumanyan,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Ованес Туманян,manual_mapping_v1,False,Ованес Туманян,,,False,,
aist_cis_person_manual_AM_komitas,Komitas,person,person,,,Komitas,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Комитас,manual_mapping_v1,False,Комитас,,,False,,
aist_cis_person_manual_AM_levon_ter_petrosyan,Levon Ter-Petrosyan,person,person,,,Levon Ter-Petrosyan,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Левон Тер-Петросян,manual_mapping_v1,False,Левон Тер-Петросян,,,False,,
aist_cis_person_manual_AM_mesrop_mashtots,Mesrop Mashtots,person,person,,,Mesrop Mashtots,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Месроп Маштоц,manual_mapping_v1,False,Месроп Маштоц,,,False,,
aist_cis_person_manual_AM_nikol_pashinyan,Nikol Pashinyan,person,person,,,Nikol Pashinyan,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Никол Пашинян,manual_mapping_v1,False,Никол Пашинян,,,False,,
aist_cis_person_manual_AM_paruyr_sevak,Paruyr Sevak,person,person,,,Paruyr Sevak,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Паруйр Севак,manual_mapping_v1,False,Паруйр Севак,,,False,,
aist_cis_person_manual_AM_serzh_sargsyan,Serzh Sargsyan,person,person,,,Serzh Sargsyan,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Серж Саргсян,manual_mapping_v1,False,Серж Саргсян,,,False,,
aist_cis_person_manual_AM_tigran_petrosian,Tigran Petrosian,person,person,,,Tigran Petrosian,,curated fallback seed for balanced CIS coverage,,Armenia,Armenia,Q399,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Тигран Петросян,manual_mapping_v1,False,Тигран Петросян,,,False,,
aist_cis_person_manual_MD_alexandru_epureanu,Alexandru Epureanu,person,person,,,Alexandru Epureanu,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Александру Епуряну,manual_mapping_v1,False,Александру Епуряну,,,False,,
aist_cis_person_manual_MD_dan_balan,Dan Balan,person,person,,,Dan Balan,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Дан Балан,manual_mapping_v1,False,Дан Балан,,,False,,
aist_cis_person_manual_MD_dimitrie_cantemir,Dimitrie Cantemir,person,person,,,Dimitrie Cantemir,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Дмитрий Кантемир,manual_mapping_v1,False,Дмитрий Кантемир,,,False,,
aist_cis_person_manual_MD_eugen_doga,Eugen Doga,person,person,,,Eugen Doga,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Евгений Дога,manual_mapping_v1,False,Евгений Дога,,,False,,
aist_cis_person_manual_MD_grigore_vieru,Grigore Vieru,person,person,,,Grigore Vieru,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Григоре Виеру,manual_mapping_v1,False,Григоре Виеру,,,False,,
aist_cis_person_manual_MD_igor_dodon,Igor Dodon,person,person,,,Igor Dodon,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Игорь Додон,manual_mapping_v1,False,Игорь Додон,,,False,,
aist_cis_person_manual_MD_ion_creanga,Ion Creangă,person,person,,,Ion Creangă,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Ион Крянгэ,manual_mapping_v1,False,Ион Крянгэ,,,False,,
aist_cis_person_manual_MD_ion_druta,Ion Druță,person,person,,,Ion Druță,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Ион Друцэ,manual_mapping_v1,False,Ион Друцэ,,,False,,
aist_cis_person_manual_MD_maia_sandu,Maia Sandu,person,person,,,Maia Sandu,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Майя Санду,manual_mapping_v1,False,Майя Санду,,,False,,
aist_cis_person_manual_MD_maria_biesu,Maria Bieșu,person,person,,,Maria Bieșu,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Мария Биешу,manual_mapping_v1,False,Мария Биешу,,,False,,
aist_cis_person_manual_MD_mircea_snegur,Mircea Snegur,person,person,,,Mircea Snegur,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Мирча Снегур,manual_mapping_v1,False,Мирча Снегур,,,False,,
aist_cis_person_manual_MD_nicolae_timofti,Nicolae Timofti,person,person,,,Nicolae Timofti,,curated fallback seed for balanced CIS coverage,,Moldova,Moldova,Q217,curated_country_category_seed,,0,curated_seed,biographical,curated_seed,manual_seed_catalog,,False,Николае Тимофти,manual_mapping_v1,False,Николае Тимофти,,,False,,
aist_cis_organization_Q151469,United Russia,organization,organization,Q151469,https://www.wikidata.org/wiki/Q151469,United Russia,Единая Россия,Putinist political party in Russia,"крупнейшая российская политическая партия, «партия власти»",Russia,Russia,Q159,country,,83,high,institutional,local_validated,wikidata,Q151469,False,партия «Единая Россия»,manual_mapping_v1,False,партия «Единая Россия»,,,False,,
aist_cis_organization_Q102673,Gazprom,organization,organization,Q102673,https://www.wikidata.org/wiki/Q102673,Gazprom,Газпром,Russian oil and gas company,российская транснациональная энергетическая компания,Russia,Russia,Q159,country,,77,high,institutional,local_validated,wikidata,Q102673,False,Газпром,manual_mapping_v1,False,Газпром,,,False,,
aist_cis_organization_Q5281,Yandex,organization,organization,Q5281,https://www.wikidata.org/wiki/Q5281,Yandex,Яндекс,Russian technology company,российская транснациональная IT-компания,Russia,Russia,Q159,country,,72,high,institutional,local_validated,wikidata,Q5281,False,Яндекс,manual_mapping_v1,False,Яндекс,,,False,,
aist_cis_organization_manual_RU_aeroflot,Aeroflot,organization,organization,,,Aeroflot,,curated fallback seed for balanced CIS coverage,,Russia,Russia,Q159,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Аэрофлот,manual_mapping_v1,False,Аэрофлот,,,False,,
aist_cis_organization_manual_RU_central_bank_of_russia,Central Bank of Russia,organization,organization,,,Central Bank of Russia,,curated fallback seed for balanced CIS coverage,,Russia,Russia,Q159,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Центральный банк России,manual_mapping_v1,False,Центральный банк России,,,False,,
aist_cis_organization_manual_RU_moscow_state_university,Moscow State University,organization,organization,,,Moscow State University,,curated fallback seed for balanced CIS coverage,,Russia,Russia,Q159,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Московский государственный университет,manual_mapping_v1,False,Московский государственный университет,,,False,,
aist_cis_organization_manual_RU_russian_academy_of_sciences,Russian Academy of Sciences,organization,organization,,,Russian Academy of Sciences,,curated fallback seed for balanced CIS coverage,,Russia,Russia,Q159,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Российская академия наук,manual_mapping_v1,False,Российская академия наук,,,False,,
aist_cis_organization_manual_UA_antonov,Antonov,organization,organization,,,Antonov,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Антонов,manual_mapping_v1,False,Антонов,,,False,,
aist_cis_organization_manual_UA_naftogaz,Naftogaz,organization,organization,,,Naftogaz,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Нафтогаз,manual_mapping_v1,False,Нафтогаз,,,False,,
aist_cis_organization_manual_UA_national_academy_of_sciences_of_ukraine,National Academy of Sciences of Ukraine,organization,organization,,,National Academy of Sciences of Ukraine,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Национальная академия наук Украины,manual_mapping_v1,False,Национальная академия наук Украины,,,False,,
aist_cis_organization_manual_UA_national_bank_of_ukraine,National Bank of Ukraine,organization,organization,,,National Bank of Ukraine,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Национальный банк Украины,manual_mapping_v1,False,Национальный банк Украины,,,False,,
aist_cis_organization_manual_UA_servant_of_the_people,Servant of the People,organization,organization,,,Servant of the People,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,True,партия «Слуга народа»,manual_mapping_v1,True,партия «Слуга народа»,"уточнено неоднозначное название: имеется в виду украинская политическая партия «Слуга народа», а не сериал или фильм",оставлен как значимая политическая организация Украины,True,"уточнено неоднозначное название: имеется в виду украинская политическая партия «Слуга народа», а не сериал или фильм",оставлен как значимая политическая организация Украины
aist_cis_organization_manual_UA_taras_shevchenko_national_university_of_kyiv,Taras Shevchenko National University of Kyiv,organization,organization,,,Taras Shevchenko National University of Kyiv,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Киевский национальный университет имени Тараса Шевченко,manual_mapping_v1,False,Киевский национальный университет имени Тараса Шевченко,,,False,,
aist_cis_organization_manual_UA_ukrinform,Ukrinform,organization,organization,,,Ukrinform,,curated fallback seed for balanced CIS coverage,,Ukraine,Ukraine,Q212,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Укринформ,manual_mapping_v1,False,Укринформ,,,False,,
aist_cis_organization_manual_UZ_central_bank_of_uzbekistan,Central Bank of Uzbekistan,organization,organization,,,Central Bank of Uzbekistan,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Центральный банк Узбекистана,manual_mapping_v1,False,Центральный банк Узбекистана,,,False,,
aist_cis_organization_manual_UZ_liberal_democratic_party_of_uzbekistan,Liberal Democratic Party of Uzbekistan,organization,organization,,,Liberal Democratic Party of Uzbekistan,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Либерально-демократическая партия Узбекистана,manual_mapping_v1,False,Либерально-демократическая партия Узбекистана,,,False,,
aist_cis_organization_manual_UZ_national_university_of_uzbekistan,National University of Uzbekistan,organization,organization,,,National University of Uzbekistan,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Национальный университет Узбекистана,manual_mapping_v1,False,Национальный университет Узбекистана,,,False,,
aist_cis_organization_manual_UZ_tashkent_state_technical_university,Tashkent State Technical University,organization,organization,,,Tashkent State Technical University,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Ташкентский государственный технический университет,manual_mapping_v1,False,Ташкентский государственный технический университет,,,False,,
aist_cis_organization_manual_UZ_uzbekfilm,Uzbekfilm,organization,organization,,,Uzbekfilm,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Узбекфильм,manual_mapping_v1,False,Узбекфильм,,,False,,
aist_cis_organization_manual_UZ_uzbekistan_academy_of_sciences,Uzbekistan Academy of Sciences,organization,organization,,,Uzbekistan Academy of Sciences,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Академия наук Узбекистана,manual_mapping_v1,False,Академия наук Узбекистана,,,False,,
aist_cis_organization_manual_UZ_uzbekistan_airways,Uzbekistan Airways,organization,organization,,,Uzbekistan Airways,,curated fallback seed for balanced CIS coverage,,Uzbekistan,Uzbekistan,Q265,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Узбекистон хаво йуллари,manual_mapping_v1,False,Узбекистон хаво йуллари,,,False,,
aist_cis_organization_manual_KZ_air_astana,Air Astana,organization,organization,,,Air Astana,,curated fallback seed for balanced CIS coverage,,Kazakhstan,Kazakhstan,Q232,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Air Astana,manual_mapping_v1,False,авиакомпания Air Astana,,,False,,
aist_cis_organization_manual_KZ_al_farabi_kazakh_national_university,Al-Farabi Kazakh National University,organization,organization,,,Al-Farabi Kazakh National University,,curated fallback seed for balanced CIS coverage,,Kazakhstan,Kazakhstan,Q232,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Казахский национальный университет имени аль-Фараби,manual_mapping_v1,False,Казахский национальный университет имени аль-Фараби,,,False,,
aist_cis_organization_manual_KZ_amanat,Amanat,organization,organization,,,Amanat,,curated fallback seed for balanced CIS coverage,,Kazakhstan,Kazakhstan,Q232,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,True,партия «Аманат»,manual_mapping_v1,True,партия «Аманат»,уточнено неоднозначное название: имеется в виду казахстанская политическая партия «Аманат»,оставлен как значимая политическая организация Казахстана,True,уточнено неоднозначное название: имеется в виду казахстанская политическая партия «Аманат»,оставлен как значимая политическая организация Казахстана
aist_cis_organization_manual_KZ_kazmunaygas,KazMunayGas,organization,organization,,,KazMunayGas,,curated fallback seed for balanced CIS coverage,,Kazakhstan,Kazakhstan,Q232,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,КазМунайГаз,manual_mapping_v1,False,КазМунайГаз,,,False,,
aist_cis_organization_manual_KZ_kazakhfilm,Kazakhfilm,organization,organization,,,Kazakhfilm,,curated fallback seed for balanced CIS coverage,,Kazakhstan,Kazakhstan,Q232,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Казахфильм,manual_mapping_v1,False,Казахфильм,,,False,,
aist_cis_organization_manual_KZ_national_bank_of_kazakhstan,National Bank of Kazakhstan,organization,organization,,,National Bank of Kazakhstan,,curated fallback seed for balanced CIS coverage,,Kazakhstan,Kazakhstan,Q232,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Национальный банк Казахстана,manual_mapping_v1,False,Национальный банк Казахстана,,,False,,
aist_cis_organization_manual_KZ_nazarbayev_university,Nazarbayev University,organization,organization,,,Nazarbayev University,,curated fallback seed for balanced CIS coverage,,Kazakhstan,Kazakhstan,Q232,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Назарбаев Университет,manual_mapping_v1,False,Назарбаев Университет,,,False,,
aist_cis_organization_Q1633799,Baku State University,organization,organization,Q1633799,https://www.wikidata.org/wiki/Q1633799,Baku State University,Бакинский государственный университет,"public university in Baku, Azerbaijan, founded in 1919","университет в Баку, Азербайджан",Azerbaijan,Azerbaijan,Q227,country,,70,high,institutional,local_validated,wikidata,Q1633799,False,Бакинский государственный университет,manual_mapping_v1,False,Бакинский государственный университет,,,False,,
aist_cis_organization_manual_AZ_azerbaijan_airlines,Azerbaijan Airlines,organization,organization,,,Azerbaijan Airlines,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Azerbaijan Airlines,manual_mapping_v1,False,авиакомпания Azerbaijan Airlines,,,False,,
aist_cis_organization_manual_AZ_azerbaijan_national_academy_of_sciences,Azerbaijan National Academy of Sciences,organization,organization,,,Azerbaijan National Academy of Sciences,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Национальная академия наук Азербайджана,manual_mapping_v1,False,Национальная академия наук Азербайджана,,,False,,
aist_cis_organization_manual_AZ_azerbaijan_state_oil_and_industry_university,Azerbaijan State Oil and Industry University,organization,organization,,,Azerbaijan State Oil and Industry University,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Азербайджанский государственный университет нефти и промышленности,manual_mapping_v1,False,Азербайджанский государственный университет нефти и промышленности,,,False,,
aist_cis_organization_manual_AZ_central_bank_of_azerbaijan,Central Bank of Azerbaijan,organization,organization,,,Central Bank of Azerbaijan,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Центральный банк Азербайджана,manual_mapping_v1,False,Центральный банк Азербайджана,,,False,,
aist_cis_organization_manual_AZ_new_azerbaijan_party,New Azerbaijan Party,organization,organization,,,New Azerbaijan Party,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,партия «Новый Азербайджан»,manual_mapping_v1,False,партия «Новый Азербайджан»,,,False,,
aist_cis_organization_manual_AZ_socar,SOCAR,organization,organization,,,SOCAR,,curated fallback seed for balanced CIS coverage,,Azerbaijan,Azerbaijan,Q227,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,SOCAR,manual_mapping_v1,False,нефтегазовая компания SOCAR,,,False,,
aist_cis_organization_manual_TJ_academy_of_sciences_of_tajikistan,Academy of Sciences of Tajikistan,organization,organization,,,Academy of Sciences of Tajikistan,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Академия наук Таджикистана,manual_mapping_v1,False,Академия наук Таджикистана,,,False,,
aist_cis_organization_manual_TJ_national_bank_of_tajikistan,National Bank of Tajikistan,organization,organization,,,National Bank of Tajikistan,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Национальный банк Таджикистана,manual_mapping_v1,False,Национальный банк Таджикистана,,,False,,
aist_cis_organization_manual_TJ_pamir_energy,Pamir Energy,organization,organization,,,Pamir Energy,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Pamir Energy,manual_mapping_v1,False,энергетическая компания Pamir Energy,,,False,,
aist_cis_organization_manual_TJ_people_s_democratic_party_of_tajikistan,People's Democratic Party of Tajikistan,organization,organization,,,People's Democratic Party of Tajikistan,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Народно-демократическая партия Таджикистана,manual_mapping_v1,False,Народно-демократическая партия Таджикистана,,,False,,
aist_cis_organization_manual_TJ_tajik_air,Tajik Air,organization,organization,,,Tajik Air,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Tajik Air,manual_mapping_v1,False,авиакомпания Tajik Air,,,False,,
aist_cis_organization_manual_TJ_tajik_national_university,Tajik National University,organization,organization,,,Tajik National University,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Таджикский национальный университет,manual_mapping_v1,False,Таджикский национальный университет,,,False,,
aist_cis_organization_manual_TJ_tajikfilm,Tajikfilm,organization,organization,,,Tajikfilm,,curated fallback seed for balanced CIS coverage,,Tajikistan,Tajikistan,Q863,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Таджикфильм,manual_mapping_v1,False,Таджикфильм,,,False,,
aist_cis_organization_manual_BY_bate_borisov,BATE Borisov,organization,organization,,,BATE Borisov,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,БАТЭ Борисов,manual_mapping_v1,False,БАТЭ Борисов,,,False,,
aist_cis_organization_manual_BY_belarusfilm,Belarusfilm,organization,organization,,,Belarusfilm,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Беларусьфильм,manual_mapping_v1,False,Беларусьфильм,,,False,,
aist_cis_organization_manual_BY_belarusian_republican_youth_union,Belarusian Republican Youth Union,organization,organization,,,Belarusian Republican Youth Union,,curated fallback seed for balanced CIS coverage,,Belarus,Belarus,Q184,curated_country_category_seed,,0,curated_seed,institutional,curated_seed,manual_seed_catalog,,False,Белорусский республиканский союз молодёжи,manual_mapping_v1,False,Белорусский республиканский союз молодёжи,,,False,,
